star,date,Name,Review Like,Review Text
"<div aria-label=""Rated 2 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 18, 2017 December 17, 2017",Ahnaf Tazwar Pathao Inc,5,Buggy app. And like uber is there any way to change my number and add a different one as I changed my older number. And I know and support Pathao for its work. But sometimes the app just takes too much time....and crashes... other than that its alright.
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 26, 2017",arif bhuiyan,2,I am giving three stars because most of the riders don't have halmet for the passengers and that is Very much risky. Recently I faced an accident and got injured on my head because he had no halmet for me and after that I am avoiding Pathao
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 19, 2017",সব দেখতেছি,7,The app is good by itself but need more biker to attend call more.sonetimes there is no one to receive call.I'm happy with app and it's service but still it has few lackings.Developer needs to work more on this app. It will be great if this app use less data or work fast within 2g internet.Many time...Full ReviewThe app is good by itself but need more biker to attend call more.sonetimes there is no one to receive call.I'm happy with app and it's service but still it has few lackings.Developer needs to work more on this app. It will be great if this app use less data or work fast within 2g internet.Many times we are out of 3g network and it works slow at that time.Still the idea and app works great together except the poor number of driver.Otherwise it's a great service in dhaka city
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 14, 2017 December 17, 2017",Sadi Muhammad Hossain Pathao Inc,40,"1.unfortunate that locations can not be found by auto-suggestion. pick from map is the only option. Kindly try to improve location. 2. when driver cancels trip, the app can not keep my searched input, again it takes long to take location from map. 3. cost predictions need to be more accurate."
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 16, 2017",Md.Mizanur Rahman Nur,11,"From last update option switching between Pathao Moto, Pathao car gone. Dropdown menu not shown other options. It only shows Pathao Moto. Please release update asap. Nice work. But need some modification."
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 17, 2017 December 17, 2017",Baizid ABM Pathao Inc,7,"No zooming/panning. App needs to be killed and restarted to notice enabled gps (it was initially disabled). Very difficult to enter DOB while registering. After 5 minutes of using, already several usability issues."
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","February 17, 2018 February 27, 2018",Abdul Mukit Pathao Inc,0,Bike riders are very decent and good. I love the bike service. Car drivers shoud go back to driving CNG. App and specially backend services often causes serious problems due to bugs. Gave 3 stars mainly for the serious bugs.  Still will use it as this a deshi service. Ar koto bairer jinis. Nijeder j...Full ReviewBike riders are very decent and good. I love the bike service. Car drivers shoud go back to driving CNG. App and specially backend services often causes serious problems due to bugs. Gave 3 stars mainly for the serious bugs.  Still will use it as this a deshi service. Ar koto bairer jinis. Nijeder ja ase otai use kori. Ak shomoy shob problem solve hoye jabe but chace na dile amader nijeder kisu amadr nijeder desei darabe na. Ghum astese na tai ato kisu lekhe time katailam..
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 8, 2018 November 8, 2018",Md. Sazzadul Islam Pathao Inc,6,"To reply that, why the f. U need my all SMS or my installed app.. contacts neya hoy ta bujhlam u need to check..I was not even asked that u guys are taking list of all my installed app.. sad from a growing bd company"
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 18, 2017",Tahsin Bin Khaled,4,I love the ride sharing service! And pathao riders are very nice and can make decent short time conversations! I don't even think of using Uber since our local service is so good!
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 17, 2017",Ahmmed Zubayer Karim,5,"রিভিউ তে কমেন্ট দেওয়ার সুবিধা থাকা উচিত। প্যাসেঞ্জার সেটির জন্য মাক্সিমাম গাড়িতে হেলমেট দেওয়া হচ্ছেনা এই দেওয়া উচিত।  যখন পাঠাও রিকুয়েস্ট দিচ্ছি তখন ড্রাইভারের সাথে হেলমেট আছে কিনা, রেইন কোট আছে কিনা এই গুলো শো কারাটাও প্রয়জন। কেউ কেউ এক্সট্রা চারজ দাবি করছে।  এই সব কিছু রিভিউ তে কমেন্ট এ লিখতে চাই"
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 14, 2017",Tausif Ahmed,19,Pathao need to concentrate on their app as its turning out to be a suffering using it.
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 17, 2017",Md. Akib Abrar,5,Best apps in Car and Bike shearing. Waiting time is so low. Frequently get ride. Good team work. progressive company.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","September 3, 2018 November 12, 2018",Shahriar Haque Pathao Inc,0,New Update Sucks. Map is not showing in mobile data. App is slow. previous update was far better
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 23, 2017",celtic warrior,1,"good way to beat the traffic..... and since most of the riders are educated, it saves us a lot of hassle"
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 14, 2017",Taifur Rahman,10,"riders and cars selection not coming after hitting the logo, plz check n update"
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 17, 2017 December 24, 2017",Ahsan Sharif Pathao Inc,2,"According to new update, I cannot switch between Rides and Cars. Bug again....☹️"
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 21, 2017 December 17, 2017",Anik Mamun Pathao Inc,7,now it works very well. I regularly use pathao. great service. keep it up.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 15, 2017",Life Lessons,2,worst service and worst app ever!uber is way better than this!
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 23, 2017 December 24, 2017",Aunkon Autos Pathao Inc,0,সফটওয়্যার বানাইছেন মানুষ এর সুবিধার জন্য নাকি অসুবিধা?  কোন প্রকার ভালো সার্ভিস নাই। অসহ্য। ভাই যদি উন্নতির দিকে জেতে চান তাহলে দয়া করে বাইকারদের ভালো সার্ভিস দিতে বলবেন।আর যেখান থেকে পিকাপ হবে ঠিক সেই খান থেকে জাতে পিক করে এই ব্যাপারটা লক্ষ রাখবেন ধন্যবাদ
"<div aria-label=""Rated 2 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 13, 2017 December 17, 2017",Himel Roy Pathao Inc,15,Helmet.. All driver Of pathao hasn't extra Helmet for Their rider.
"<div aria-label=""Rated 2 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 14, 2017",Mohanmad Tashdid,7,The fare is so high.That have to be reduced
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 15, 2017",shaikhasan ashik,4,Need more updates. Drivers car and information have to shown more specifically.
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 18, 2017",Selim Uddin,1,"Is the ""pathao"" project planning  in  the Rajshahi city"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 18, 2017 December 24, 2017",Jubiun Hasib Pathao Inc,0,i couldn't even get the app started even after downloading thrice!!! FIX THIS PLEASE!!!
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","January 7, 2018",Md. Abdul Bari,0,nothing  good...improvement
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 17, 2017",Nayeem Fawwaz,0,Get discount to use this code: fknvc
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 13, 2017",Rahul Gomez,13,Liked it ... Thanks !!!
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 24, 2017 December 27, 2017",Shafiqul Haque Pathao Inc,0,Suddenly ride keeps getting cancelled
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 15, 2017",Pritom Roy,2,App need to develop more
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 17, 2017 December 24, 2017",Tawhidur Rahman Nur Pathao Inc,0,This works only in dhaka city.
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 16, 2017",M Mahmud,1,When this service will be available outside Dhaka???
"<div aria-label=""Rated 2 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 16, 2017 December 17, 2017",Mady PROLIFIC Pathao Inc,0,You need to improve this app.
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 17, 2017",Redwan Sharif,0,Email address Half me
"<div aria-label=""Rated 2 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","December 18, 2017",A Google user,0,Vara ulta palta ashe
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Mahdi Hasan Nahian,0,They are stealing private data
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 25, 2017",Md Sabbir Raihan,5,It's helpful for me.. that's all..
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 22, 2017",A Google user,0,Bangladesh no 1App 👌
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","December 13, 2017",A Google user,18,this is really  helpful
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","January 22, 2018",Maxon Hero,0,"একেবারেই,,ফালতু,,,আমি একবার এই app এর উপর নির্ভরশীল হয়ে ভুল করছি,,,,আমি গাড়ী পাইনি,,sorry, বলে দিয়েছে,,,,"
